,Name,Year,Kilometers_Driven,Fuel_Type,Mileage,Engine,Power,Price
1191,Toyota Etios GD,2016,53702,Diesel,23.59,1364,67.04,6.55
1192,Volvo S60 D4,2015,51000,Diesel,27.03,1969,190.0,25.0
1193,Ford Figo Diesel,2012,36542,Diesel,20.0,1399,68.05,2.65
1194,Mercedes-Benz E-Class 2015-2017,2017,15000,Diesel,13.0,2987,265.0,69.5
1195,BMW 3 Series,2012,65000,Diesel,22.69,1995,190.0,14.0
1196,Maruti Alto 800,2014,32000,Petrol,22.74,796,47.3,2.1
1197,Toyota Innova Crysta,2017,24393,Diesel,13.68,2393,147.8,20.4
1198,Volkswagen Polo 1.0,2019,1000,Petrol,18.78,999,75.0,5.68
1199,Nissan Terrano XL,2014,28238,Petrol,13.24,1598,102.5,5.55
1200,Mitsubishi Pajero Sport,2013,59000,Diesel,13.5,2477,175.56,12.75
1201,Honda Civic 2010-2013,2012,92000,Petrol,14.8,1799,130.2,3.35
1202,Maruti Alto 800,2013,56840,Petrol,22.74,796,47.3,1.55
1203,Volkswagen Vento Diesel,2013,62746,Diesel,20.54,1598,103.6,5.9
1204,Land Rover Freelander,2012,96000,Diesel,12.35,2179,187.74,18.98
1205,Honda CR-V 2.0L,2014,24000,Petrol,13.7,1997,153.86,11.51
1206,Maruti Ertiga VDI,2016,54000,Diesel,20.77,1248,88.76,7.75
1207,Toyota Innova 2.5,2016,90000,Diesel,12.99,2494,100.6,13.9
1208,Tata Manza Aura,2010,40000,Petrol,15.0,1368,90.0,1.35
1209,Audi Q7 35,2015,65938,Diesel,12.07,2967,241.4,38.0
1210,Hyundai Verna 1.6,2017,16100,Petrol,17.1,1591,121.4,11.6
1211,Volkswagen Vento 1.5,2017,3600,Diesel,21.5,1498,108.5,12.25
1212,Honda City 1.5,2011,52000,Petrol,17.0,1497,118.0,3.8
1213,Ford Figo Diesel,2014,54000,Diesel,20.0,1399,68.05,3.25
1214,Honda Jazz 1.2,2016,15399,Petrol,18.7,1199,88.7,6.4
1215,Volkswagen Polo Petrol,2012,75000,Petrol,16.47,1198,73.9,3.95
1216,Honda City i-VTEC,2010,76752,Petrol,17.4,1497,117.3,3.57
1217,Honda City ZX,2005,56000,Petrol,17.7,1497,78.0,1.25
1218,Maruti Wagon R,2015,70000,CNG,26.2,998,58.2,3.65
1219,Honda CR-V 2.4L,2013,46125,Petrol,12.0,2354,187.4,12.5
1220,BMW 5 Series,2014,35000,Diesel,18.12,1995,190.0,23.0
1221,Ambassador Classic Nova,2003,80000,Diesel,12.8,1489,35.5,1.35
1222,Mahindra Scorpio VLX,2012,62729,Diesel,12.05,2179,120.0,6.32
1223,Volkswagen Vento Diesel,2012,34000,Diesel,20.54,1598,103.6,3.4
1224,Maruti Zen VX,1999,70000,Petrol,17.3,993,60.0,0.77
1225,Maruti 800 DX,2009,32000,Petrol,16.1,796,37.0,0.9
1226,Toyota Corolla Altis,2017,21000,Petrol,14.28,1798,138.03,18.0
1227,BMW 3 Series,2013,49000,Petrol,14.59,1997,245.0,19.0
1228,Ford Ikon 1.3,2007,40000,Petrol,13.8,1299,70.0,1.1
1229,Chevrolet Beat LT,2012,78000,Petrol,18.6,1199,79.4,2.0
1230,Toyota Corolla Altis,2012,52000,Diesel,21.43,1364,86.79,6.5
1231,Mahindra XUV500 W4,2014,65213,Diesel,16.0,2179,140.0,9.45
1232,Hyundai Xcent 1.1,2016,170000,Diesel,24.4,1120,71.0,4.0
1233,Mercedes-Benz E-Class 2015-2017,2017,36884,Diesel,13.0,2143,204.0,32.25
1234,Hyundai i10 Sportz,2009,62500,Petrol,20.36,1197,78.9,2.1
1235,Toyota Corolla Altis,2015,68000,Petrol,14.28,1798,138.03,9.75
1236,Toyota Corolla 1.8,2014,40748,Petrol,14.53,1798,138.0,6.3
1237,Audi Q3 2.0,2013,60000,Diesel,17.32,1968,184.0,21.0
1238,Hyundai i20 Magna,2014,12400,Diesel,21.9,1396,88.8,4.65
1239,Mercedes-Benz New C-Class,2013,87000,Diesel,19.27,2143,167.62,17.0
1240,Maruti Ritz VDi,2013,20248,Diesel,21.1,1248,73.9,4.35
1241,Hyundai Creta 1.6,2017,52383,Diesel,19.67,1582,126.2,14.82
1242,Jaguar XE 2.0L,2018,1000,Diesel,13.6,1999,177.0,40.0
1243,Mahindra Xylo D4,2016,85000,Diesel,14.95,2489,93.7,6.15
1244,Toyota Innova 2.5,2014,47000,Diesel,12.99,2494,100.6,11.25
1245,Toyota Camry 2.5,2018,17585,Petrol,19.16,2494,157.7,32.0
1246,Audi Q5 3.0,2018,32496,Diesel,13.22,2967,241.4,45.62
1247,Maruti Swift VDI,2017,34613,Diesel,28.4,1248,74.0,6.24
1248,Maruti Ertiga VDI,2015,153000,Diesel,20.77,1248,88.76,4.8
1249,Maruti Swift VXi,2014,54000,Petrol,16.1,1197,85.0,4.5
1250,Hyundai i10 Sportz,2015,16900,Petrol,20.36,1197,78.9,3.87
1251,Hyundai i10 Sportz,2013,62334,Petrol,20.36,1197,78.9,2.75
1252,Maruti Baleno Sigma,2018,23714,Petrol,21.4,1197,83.1,6.57
1253,Hyundai Accent Executive,2010,52325,Petrol,16.36,1495,93.7,2.0
1254,Honda Brio S,2012,50000,Petrol,19.4,1198,86.8,3.65
1255,Maruti Swift ZDi,2016,55746,Diesel,22.9,1248,74.0,6.95
1256,Hyundai Xcent 1.2,2014,54000,Petrol,20.14,1197,81.86,5.5
1257,Mahindra XUV500 W8,2013,43000,Diesel,16.0,2179,140.0,7.0
1258,Mercedes-Benz E-Class E250,2014,40000,Diesel,13.0,2143,201.1,24.0
1259,Land Rover Freelander,2010,125000,Diesel,0.0,2179,115.0,11.0
1260,Mercedes-Benz New C-Class,2016,51944,Diesel,19.27,2143,170.0,32.5
1261,Hyundai i20 Asta,2015,46950,Diesel,21.27,1396,88.76,6.45
1262,Skoda Octavia Elegance,2015,23000,Diesel,19.3,1968,141.0,15.75
1263,Honda City 1.5,2014,54546,Petrol,17.0,1497,118.0,5.5
1264,Toyota Fortuner 4x2,2015,51535,Diesel,12.55,2982,168.5,19.03
1265,Audi Q3 2.0,2013,45000,Diesel,17.32,1968,184.0,15.25
1266,Maruti Alto K10,2012,46004,Petrol,20.92,998,67.1,2.4
1267,Tata Indigo eCS,2011,124000,Diesel,23.03,1396,69.0,2.3
1268,Audi A4 2.0,2014,77395,Diesel,17.11,1968,174.33,14.35
1269,Maruti Alto 800,2018,10600,CNG,33.44,796,40.3,3.5
1270,Honda City i-VTEC,2018,22974,Petrol,18.0,1497,117.3,11.97
1271,Hyundai Santro GLS,2009,89000,Petrol,0.0,999,74.0,1.6
1272,Toyota Fortuner 2.8,2015,65012,Diesel,14.24,2755,174.5,18.9
1273,Hyundai Grand i10,2017,17125,Petrol,18.9,1197,82.0,5.4
1274,Maruti Eeco 7,2015,90413,Petrol,15.1,1196,73.0,2.95
1275,Volkswagen Polo Petrol,2013,37000,Petrol,16.47,1198,73.9,5.1
1276,Maruti Wagon R,2006,65000,Petrol,18.9,1061,67.0,1.5
1277,Honda City 1.5,2011,66000,Petrol,17.0,1497,118.0,4.9
1278,Honda Civic 2010-2013,2010,86000,Petrol,14.8,1799,130.2,2.9
1279,Honda City 1.5,2005,98437,Petrol,13.0,1493,100.0,1.15
1280,Hyundai i20 1.2,2010,18000,Petrol,18.5,1197,80.0,2.3
1281,Hyundai Grand i10,2018,35070,Diesel,24.0,1120,70.0,5.99
1282,Volkswagen Vento Petrol,2011,42000,Petrol,14.4,1598,103.6,3.4
1283,Hyundai i10 Sportz,2009,40000,Petrol,20.36,1197,78.9,1.7
1284,Hyundai i20 Asta,2009,43000,Petrol,17.0,1197,80.0,1.99
1285,Chevrolet Beat LS,2012,65000,Petrol,18.6,1199,79.4,2.5
1286,Volkswagen Polo Diesel,2013,74000,Diesel,22.07,1199,73.9,4.85
1287,Ford Figo Petrol,2010,51192,Petrol,15.6,1196,70.0,2.65
1288,Audi TT 2.0,2014,14262,Petrol,9.9,1984,207.8,27.35
1289,Honda City i,2015,66339,Diesel,25.1,1498,98.6,6.9
1290,Ford Figo Diesel,2013,90200,Diesel,20.0,1399,68.05,3.5
1291,Toyota Innova 2.5,2015,57854,Diesel,12.99,2494,100.6,12.5
1292,Maruti Ciaz 1.4,2017,32000,Petrol,19.12,1373,91.1,9.2
1293,Hyundai Grand i10,2015,29631,Petrol,18.9,1197,82.0,4.9
1294,Honda City 1.3,2009,55005,Petrol,12.8,1197,74.0,3.2
1295,Ford EcoSport 1.0,2014,54173,Petrol,18.88,999,123.24,5.55
1296,Skoda Octavia Ambition,2014,50000,Petrol,14.7,1798,177.6,13.5
1297,Fiat Linea Emotion,2010,145000,Diesel,20.4,1248,91.7,2.6
1298,Maruti Swift Lxi,2015,78000,Petrol,16.1,1298,88.2,4.5
1299,Land Rover Discovery,2013,65000,Diesel,11.8,2993,180.0,34.0
1300,Toyota Innova 2.5,2012,120000,Diesel,12.8,2494,102.0,12.0
1301,Maruti Swift LDI,2015,14000,Diesel,28.4,1248,74.0,5.25
1302,Audi A6 2011-2015,2014,57456,Diesel,17.68,1968,174.33,21.56
1303,BMW 5 Series,2012,44450,Diesel,22.48,1995,190.0,24.68
1304,Hyundai i20 Magna,2013,63777,Petrol,18.5,1197,82.9,3.67
1305,BMW X1 M,2016,31000,Diesel,17.05,1995,190.0,29.5
1306,Toyota Etios G,2012,60000,Petrol,17.6,1496,88.73,3.1
1307,Tata Indigo LX,2015,78008,Diesel,17.0,1405,70.0,2.9
1308,Mercedes-Benz M-Class ML,2014,33000,Diesel,0.0,2987,165.0,43.0
1309,Volkswagen Beetle 2.0,2009,27078,Petrol,10.98,1984,114.4,15.95
1310,Volkswagen Polo GT,2011,57275,Diesel,19.7,1598,103.6,4.5
1311,Hyundai Grand i10,2014,45000,Diesel,24.0,1120,70.0,3.49
1312,Maruti Swift VDI,2014,57319,Diesel,25.2,1248,74.0,4.25
1313,Hyundai Verna CRDi,2008,121097,Diesel,24.0,1396,88.76,1.9
1314,BMW 5 Series,2011,89000,Diesel,16.73,1995,218.0,16.57
1315,Honda City 1.5,2012,72000,Petrol,17.0,1497,118.0,5.75
1316,Audi A4 2.0,2013,36000,Diesel,16.55,1968,147.51,14.0
1317,Fiat Linea Classic,2013,86000,Diesel,19.5,1248,75.0,2.5
1318,Honda City 1.3,2002,85000,Petrol,13.0,1343,90.0,1.2
1319,Fiat Petra 1.2,2005,120000,Petrol,15.5,1242,74.0,0.85
1320,BMW 3 Series,2013,37613,Diesel,22.69,1995,190.0,13.95
1321,Ford Fiesta 1.4,2007,100000,Petrol,16.6,1388,68.0,1.6
1322,Tata Nano XTA,2016,5240,Petrol,21.9,624,37.48,3.6
1323,Maruti Eeco 5,2018,20000,CNG,15.1,1196,73.0,4.5
1324,Maruti Ignis 1.2,2019,16862,Petrol,20.89,1197,81.8,6.06
1325,Maruti Swift Dzire,2013,59254,Petrol,17.5,1298,85.8,5.29
1326,Ford Ecosport 1.5,2014,60000,Diesel,22.7,1498,89.84,5.75
1327,Maruti Swift 1.3,2015,50295,Petrol,16.1,1197,74.0,5.8
1328,Maruti Swift Dzire,2014,47674,Petrol,19.1,1197,85.8,5.72
1329,Hyundai i10 Sportz,2014,61517,Petrol,16.95,1197,78.9,4.39
1330,Mahindra XUV500 W6,2016,62946,Diesel,15.1,2179,140.0,11.05
1331,Hyundai i20 Magna,2015,66823,Diesel,22.54,1396,88.73,4.83
1332,Maruti Wagon R,2013,79494,CNG,33.54,998,67.04,2.96
1333,Hyundai i20 Asta,2012,107000,Diesel,21.27,1396,88.76,4.5
1334,BMW 7 Series,2011,55000,Diesel,16.46,2993,258.0,19.5
1335,Skoda Rapid 1.6,2017,24000,Petrol,14.3,1598,103.52,8.75
1336,Audi Q7 45,2016,20002,Diesel,14.75,2967,245.0,67.0
1337,Honda City i,2016,54317,Petrol,17.4,1497,117.3,8.4
1338,Hyundai Xcent 1.2,2016,10200,Petrol,19.1,1197,82.0,4.99
1339,Honda City i,2016,24337,Diesel,26.0,1498,98.6,8.18
1340,Honda Brio S,2012,79000,Petrol,18.4,1198,86.8,2.9
1341,Maruti Ciaz ZDi,2015,40500,Diesel,28.09,1248,88.5,7.1
1342,Maruti Swift Dzire,2016,23000,Diesel,26.59,1248,74.0,7.05
1343,Honda CR-V 2.4L,2015,63050,Petrol,11.1,2354,158.8,17.5
1344,Toyota Corolla Altis,2008,78000,Petrol,14.53,1794,138.1,3.41
1345,Maruti Baleno Vxi,2005,70000,Petrol,0.0,1590,74.0,1.3
1346,Honda City 1.5,2012,66245,Petrol,17.0,1497,118.0,5.68
1347,Mahindra Scorpio LX,2007,74112,Diesel,12.05,2179,120.0,4.1
1348,Skoda Laura 1.8,2011,87670,Petrol,13.4,1798,157.8,4.0
1349,BMW 3 Series,2015,10000,Diesel,18.88,1995,184.0,30.0
1350,Maruti SX4 Zxi,2007,62493,Petrol,15.0,1586,104.68,1.8
1351,Maruti Ciaz VXi,2015,44620,Petrol,20.73,1373,91.1,6.93
1352,Land Rover Range,2012,66538,Diesel,10.2,4367,308.0,70.0
1353,Toyota Innova 2.5,2013,60000,Diesel,12.99,2494,100.0,7.9
1354,Hyundai Santro Xing,2011,20842,Petrol,0.0,1086,62.0,2.78
1355,Hyundai Santa Fe,2014,110000,Diesel,13.01,2199,194.3,14.4
1356,Mercedes-Benz New C-Class,2011,45000,Petrol,11.74,1796,186.0,13.5
1357,Maruti Wagon R,2014,40000,CNG,26.6,998,58.16,3.15
1358,Maruti Alto LXi,2012,49008,Petrol,19.7,796,46.3,2.88
1359,Maruti Alto 800,2016,31000,Petrol,24.7,796,47.3,2.15
1360,Nissan Sunny 2011-2014,2013,8000,Petrol,16.95,1498,97.7,3.75
1361,Maruti Alto 800,2019,171,Petrol,24.7,796,47.3,3.6
1362,Maruti Alto K10,2018,2100,Petrol,24.07,998,67.1,3.6
1363,Hyundai Grand i10,2018,20667,Petrol,18.9,1197,81.86,7.55
1364,Honda Mobilio S,2015,50000,Diesel,24.2,1498,98.6,4.7
1365,Tata Manza Aqua,2010,100030,Diesel,18.8,1248,90.0,1.6
1366,Chevrolet Optra Magnum,2011,75372,Diesel,16.52,1991,123.7,3.34
1367,Honda City i,2016,60475,Petrol,18.0,1497,117.3,9.1
1368,Hyundai Grand i10,2019,18453,Petrol,18.9,1197,81.86,6.17
1369,Hyundai Verna CRDi,2008,96578,Diesel,22.0,1582,126.2,2.5
1370,Nissan Micra XL,2016,31001,Petrol,18.44,1198,75.0,3.0
1371,Hyundai Verna 1.6,2012,65900,Diesel,22.32,1582,126.32,5.75
1372,Hyundai Creta 1.6,2017,26246,Petrol,15.29,1591,121.3,10.75
1373,Maruti Wagon R,2013,62700,Petrol,20.51,998,67.04,2.85
1374,Honda Accord 2.4,2008,90000,Petrol,10.2,2354,180.0,6.5
1375,Honda City 1.5,2016,36000,Petrol,16.8,1497,118.0,9.45
1376,Maruti Baleno Alpha,2016,46000,Diesel,27.39,1248,74.0,6.75
1377,Honda City i,2017,73003,Diesel,26.0,1498,98.6,7.75
1378,Hyundai i20 Era,2014,46566,Diesel,22.54,1396,88.76,4.4
1379,Mercedes-Benz E-Class 2015-2017,2015,41493,Diesel,13.0,2987,265.0,42.0
1380,Nissan Terrano XV,2014,103788,Diesel,19.01,1461,108.5,5.67
1381,Renault Duster 110PS,2016,45000,Diesel,19.6,1461,108.45,11.5
1382,Maruti Wagon R,2009,120000,Petrol,18.9,998,67.1,1.69
1383,Hyundai Getz 1.5,2009,97359,Diesel,17.1,1493,110.0,1.8
1384,Maruti Ritz LXi,2016,62000,Petrol,18.5,1197,85.8,3.2
1385,Honda City 1.5,2004,115000,Petrol,0.0,1197,74.0,1.5
1386,BMW 5 Series,2019,18373,Diesel,22.48,1995,187.74,45.86
1387,Volkswagen Polo 1.2,2016,60453,Petrol,16.47,1198,74.0,5.1
1388,Maruti Swift VDI,2013,37000,Diesel,17.8,1248,74.0,4.85
1389,Ford Figo Petrol,2010,69009,Petrol,15.6,1196,70.0,2.4
1390,BMW 3 Series,2013,30000,Diesel,18.88,1995,184.0,22.0
1391,Hyundai Verna 1.6,2012,70707,Diesel,22.32,1582,126.32,4.28
1392,Renault Duster 85PS,2015,64677,Diesel,20.45,1461,83.8,5.67
1393,Hyundai Grand i10,2018,3000,Petrol,18.9,1197,81.86,6.2
1394,BMW X1 sDrive20d,2013,49000,Diesel,17.05,1995,184.0,14.49
1395,Maruti Ritz VDi,2010,71000,Diesel,21.1,1248,73.9,3.0
1396,Hyundai i10 Era,2010,52000,Petrol,19.81,1086,68.05,2.25
1397,BMW X5 2014-2019,2016,35659,Diesel,15.97,2993,258.0,43.78
1398,Honda City V,2019,5377,Petrol,16.8,1497,116.3,11.45
1399,Mahindra Ssangyong Rexton,2014,65000,Diesel,11.18,2696,184.0,10.5
1400,Ford Ecosport 1.5,2015,92708,Diesel,22.7,1498,89.84,7.48
1401,Maruti Alto LXi,2010,48105,Petrol,19.7,796,46.3,3.1
1402,Volkswagen Polo 1.2,2011,46759,Petrol,16.47,1198,74.0,2.55
1403,Volkswagen Polo Diesel,2013,62000,Diesel,22.07,1199,73.9,3.5
1404,Volkswagen Polo Diesel,2012,35175,Diesel,22.07,1199,73.9,2.59
1405,Maruti Ertiga ZDI,2013,70000,Diesel,20.77,1248,88.8,5.45
1406,Ford EcoSport 1.5,2017,30000,Diesel,22.77,1498,98.59,6.0
1407,Toyota Innova Crysta,2016,66618,Diesel,11.36,2755,171.5,15.49
1408,BMW 5 Series,2010,69300,Petrol,10.8,2497,150.0,12.5
1409,Maruti Swift Dzire,2017,148000,Diesel,23.4,1248,74.0,4.75
1410,Ford Ecosport 1.0,2017,22000,Petrol,18.88,999,123.24,7.85
1411,Hyundai Verna CRDi,2013,75000,Diesel,16.8,1493,110.0,6.0
1412,Tata Zest Revotron,2016,43706,Petrol,17.57,1193,88.7,4.0
1413,Audi A7 2011-2015,2011,42000,Diesel,14.4,2967,241.4,28.75
1414,Tata Indica Vista,2012,65000,Diesel,22.3,1248,74.0,2.5
1415,Maruti Swift Dzire,2015,76128,Diesel,26.59,1248,74.0,5.5
1416,Fiat Linea Emotion,2010,39852,Petrol,16.0,1368,90.0,1.59
1417,Hyundai i20 1.2,2017,18673,Petrol,18.6,1197,81.83,6.22
1418,Hyundai EON Era,2016,11583,Petrol,21.1,814,55.2,2.75
1419,Hyundai Santro Xing,2007,82000,Petrol,0.0,1086,74.0,1.35
1420,Mercedes-Benz GLA Class,2017,50000,Diesel,17.9,2143,136.0,25.0
1421,Maruti Celerio VXI,2014,77000,Petrol,23.1,998,67.04,2.8
1422,Chevrolet Beat LT,2014,54890,Petrol,17.8,1199,76.8,2.45
1423,Honda Jazz 1.2,2016,21000,Petrol,19.0,1199,88.7,6.35
1424,BMW 3 Series,2009,58557,Diesel,16.07,1995,181.0,8.0
1425,Renault Duster 110PS,2014,70000,Diesel,19.01,1461,108.45,8.25
1426,Ford Figo 2015-2019,2017,16000,Petrol,17.01,1499,110.4,5.95
1427,Toyota Innova Crysta,2018,8899,Diesel,13.68,2393,147.8,19.92
1428,Chevrolet Beat Diesel,2016,83629,Diesel,25.44,936,56.3,3.15
1429,Volkswagen Polo GTI,2014,35059,Petrol,17.21,1798,189.0,5.75
1430,Ford Endeavour 3.2,2018,30552,Diesel,10.91,3198,197.2,32.44
1431,Hyundai Verna 1.6,2016,44875,Diesel,22.32,1582,126.32,8.01
1432,Ford Figo 2015-2019,2017,25095,Petrol,18.16,1196,86.8,6.48
1433,Maruti 800 AC,2007,59000,Petrol,16.1,796,37.0,0.75
1434,Honda City i,2014,36000,Diesel,26.0,1498,98.6,5.0
1435,Mahindra XUV500 W8,2012,37000,Diesel,16.0,2179,140.0,7.75
1436,Ford Figo Diesel,2010,90000,Diesel,20.0,1399,68.0,2.6
1437,Ford EcoSport 1.5,2018,17000,Petrol,17.0,1497,121.36,9.2
1438,Hyundai i20 Asta,2015,42575,Petrol,18.6,1197,81.83,5.05
1439,Toyota Innova 2.5,2012,131000,Diesel,12.99,2494,100.0,9.6
1440,Renault Duster 85PS,2013,74000,Diesel,20.46,1461,83.8,5.5
1441,Toyota Innova 2.5,2013,47234,Diesel,12.99,2494,100.6,9.35
1442,Honda City 1.5,2009,231673,Petrol,17.0,1497,118.0,2.6
1443,Maruti Alto K10,2016,10000,Petrol,24.07,998,67.1,3.5
1444,Nissan Micra Active,2016,49389,Petrol,19.49,1198,67.04,4.26
1445,Maruti Celerio VXI,2016,12000,Petrol,23.1,998,67.04,4.25
1446,Mercedes-Benz New C-Class,2010,65000,Petrol,11.7,1796,178.0,11.75
1447,Ford Fiesta Diesel,2013,177000,Diesel,23.5,1498,88.7,3.5
1448,Hyundai Verna 1.6,2015,89000,Petrol,17.01,1591,121.3,7.5
1449,Hyundai i20 1.4,2009,72000,Petrol,15.0,1396,100.0,3.25
1450,Maruti Swift Dzire,2012,49000,Petrol,17.5,1298,85.8,4.9
1451,Mercedes-Benz New C-Class,2014,51355,Diesel,14.84,2143,170.0,27.0
1452,Hyundai Elite i20,2017,13460,Petrol,18.6,1197,81.86,8.91
1453,Hyundai Verna 1.6,2014,35642,Petrol,17.01,1591,121.4,6.69
1454,Chevrolet Cruze LTZ,2014,52895,Diesel,17.3,1998,163.7,6.02
1455,Toyota Corolla Altis,2010,93000,Petrol,14.28,1798,138.03,4.5
1456,Maruti A-Star Vxi,2011,70000,Petrol,19.0,998,66.1,2.0
1457,Nissan Micra Diesel,2012,32048,Diesel,23.08,1461,63.1,2.4
1458,Tata Nano LX,2013,4700,Petrol,25.4,624,37.48,1.2
1459,Maruti Swift Dzire,2014,71800,Diesel,23.4,1248,74.0,2.9
1460,Land Rover Range,2008,69078,Petrol,0.0,1197,74.0,40.88
1461,Audi Q3 2.0,2016,45000,Diesel,17.32,1968,184.0,27.0
1462,Honda Amaze VX,2016,15388,Diesel,25.8,1498,98.6,7.5
1463,Chevrolet Optra 1.6,2004,98798,Petrol,14.7,1599,104.0,1.5
1464,Audi Q5 2.0,2016,43000,Diesel,14.16,1968,174.3,39.5
1465,Maruti Ritz VDi,2012,85112,Diesel,23.2,1248,73.94,3.39
1466,Mahindra Scorpio S6,2018,37804,Diesel,15.4,2179,120.0,12.4
1467,Maruti Ciaz ZDi,2014,45000,Diesel,28.09,1248,88.5,6.85
1468,Toyota Corolla Altis,2011,116000,Diesel,21.43,1364,138.0,5.75
1469,Tata Indica V2,2015,100073,Diesel,25.0,1396,69.0,2.0
1470,Maruti 800 Std,2006,165000,Petrol,16.1,796,37.0,0.9
1471,Volkswagen Polo 1.2,2015,22000,Petrol,16.47,1198,74.0,3.8
1472,Hyundai Elantra 2.0,2017,9500,Petrol,14.62,1999,149.92,16.35
1473,Toyota Fortuner 4x2,2012,152000,Diesel,11.5,2982,169.0,16.5
1474,Maruti Baleno Zeta,2019,17705,Petrol,21.4,1197,83.1,8.7
1475,Maruti Baleno Zeta,2016,12000,Petrol,21.4,1197,83.1,6.1
1476,Mini Cooper Countryman,2013,51000,Diesel,23.8,1998,112.0,21.94
1477,Mercedes-Benz S Class,2009,42000,Diesel,13.0,2987,210.0,22.0
1478,Maruti Alto K10,2015,51000,Petrol,20.92,998,67.1,2.65
1479,Maruti Swift VXI,2017,42527,Petrol,20.4,1197,81.8,5.27
1480,Chevrolet Sail LT,2014,45000,Diesel,22.1,1248,74.0,2.48
1481,Toyota Innova 2.5,2011,70000,Diesel,12.8,2494,102.0,6.0
1482,Toyota Fortuner 3.0,2009,92000,Diesel,11.5,2982,171.0,8.9
1483,BMW 3 Series,2012,57156,Diesel,18.88,1995,184.0,18.0
1484,Skoda Octavia Ambition,2016,53211,Petrol,16.8,1395,138.02,11.64
1485,Toyota Fortuner 3.0,2019,80000,Diesel,11.5,2982,171.0,8.99
1486,Volkswagen Jetta 2007-2011,2009,74000,Diesel,15.5,1896,105.0,5.25
1487,Hyundai i20 1.4,2011,37000,Diesel,23.0,1396,90.0,2.95
1488,Tata Manza Club,2013,64000,Diesel,21.02,1248,88.76,2.65
1489,Volkswagen Vento Petrol,2013,57197,Petrol,15.04,1598,103.6,4.0
1490,Hyundai Creta 1.6,2016,55000,Diesel,17.6,1582,126.2,12.5
1491,Maruti Ritz VXI,2014,33000,Petrol,21.1,1197,85.8,3.25
1492,Honda CR-V 2.0L,2008,70000,Petrol,13.1,1997,141.1,4.0
1493,Mahindra XUV500 W8,2012,75000,Diesel,15.1,2179,140.0,6.25
1494,Volkswagen Ameo 1.5,2016,58095,Diesel,21.66,1498,108.62,5.8
1495,Tata Zest Revotron,2015,7445,Petrol,17.57,1193,88.7,5.0
1496,Jaguar XJ 3.0L,2016,17652,Diesel,12.9,2993,270.88,58.73
1497,Toyota Corolla Altis,2018,28321,Petrol,14.28,1798,138.03,17.49
1498,Maruti A-Star Vxi,2011,69000,Petrol,19.0,998,66.1,1.95
1499,Honda Accord VTi-L,2007,80000,Petrol,11.1,2354,142.0,3.0
1500,Hyundai i20 Asta,2014,42365,Petrol,17.0,1197,80.0,5.5
1501,Toyota Fortuner 4x2,2013,123000,Diesel,12.55,2982,168.5,16.5
1502,Mercedes-Benz New C-Class,2011,40000,Petrol,11.74,1796,186.0,14.5
1503,Maruti Baleno Alpha,2016,30112,Diesel,27.39,1248,74.0,7.79
1504,Maruti Ertiga VDI,2017,43775,Diesel,20.77,1248,88.76,8.27
1505,Land Rover Range,2019,26013,Diesel,12.65,2993,255.0,97.07
1506,Chevrolet Optra Magnum,2012,56000,Petrol,12.9,1598,102.5,2.15
1507,Honda Civic 2006-2010,2008,95000,Petrol,12.9,1799,130.0,3.0
1508,BMW X3 xDrive20d,2014,41089,Diesel,16.09,1995,184.0,28.79
1509,Skoda Laura Ambition,2011,41988,Diesel,20.0,1968,138.1,5.45
1510,Maruti Swift Dzire,2013,72486,Diesel,23.4,1248,74.0,3.95
1511,Volvo V40 Cross,2013,92000,Diesel,23.3,1984,150.0,16.0
1512,Maruti Swift Dzire,2013,40000,Petrol,17.5,1298,85.8,4.25
1513,Land Rover Range,2014,56000,Diesel,12.7,2179,187.7,34.5
1514,Honda Accord 2.4,2008,125000,Petrol,11.7,2354,177.6,2.6
1515,Toyota Innova 2.5,2017,29219,Diesel,12.99,2494,100.6,13.48
1516,Toyota Fortuner 4x4,2018,39927,Diesel,12.55,2982,168.5,32.1
1517,Honda Jazz 1.2,2018,38593,Petrol,18.7,1199,88.7,6.17
1518,Honda City 1.5,2015,32000,Petrol,17.0,1497,118.0,5.5
1519,Maruti Dzire AMT,2017,28226,Diesel,28.4,1248,73.75,9.15
1520,Nissan Sunny 2011-2014,2014,95000,Diesel,21.64,1461,84.8,4.5
1521,Toyota Innova 2.5,2014,194000,Diesel,12.99,2494,100.6,10.5
1522,Honda Brio S,2016,14821,Petrol,19.4,1198,86.8,5.37
1523,Volkswagen Vento Petrol,2012,52000,Petrol,15.04,1598,103.6,5.45
1524,Mahindra XUV500 W4,2016,33000,Diesel,16.0,2179,140.0,9.25
1525,Ford EcoSport 1.5,2016,29200,Diesel,23.0,1498,98.96,7.7
1526,Skoda Yeti Ambition,2012,99754,Diesel,17.72,1968,108.49,7.99
1527,Hyundai i10 Sportz,2012,49000,Petrol,20.36,1197,78.9,3.0
1528,Toyota Innova 2.5,2005,299322,Diesel,12.8,2494,102.0,4.0
1529,Tata Zest Quadrajet,2018,38310,Diesel,20.65,1248,88.7,6.69
1530,Maruti Swift VDI,2014,56000,Diesel,22.9,1248,74.0,4.25
1531,Skoda Rapid 1.5,2017,31300,Diesel,21.72,1498,108.4,10.5
1532,Toyota Innova Crysta,2019,11241,Diesel,13.68,2393,147.8,22.55
1533,Hyundai Verna 1.6,2014,48000,Petrol,17.01,1591,121.3,5.2
